array_0,array_1,array_2,array_3,array_4,array_5,array_6,array_7
118.0,181.0,189.0,255.0,57.0,14.0,234.0,103
127.0,59.0,250.0,111.0,252.0,244.0,103.0,206
60.0,57.0,19.0,103.0,81.0,246.0,50.0,75
97.0,57.0,29.0,187.0,30.0,165.0,105.0,75
225.0,134.0,18.0,38.0,216.0,4.0,25.0,183
79.0,140.0,193.0,170.0,5.0,142.0,82.0,124
126.0,58.0,119.0,31.0,58.0,38.0,87.0,174
43.0,10.0,223.0,206.0,52.0,124.0,188.0,47
212.0,212.0,234.0,132.0,103.0,164.0,94.0,111
158.0,200.0,157.0,108.0,63.0,184.0,84.0,94
204.0,115.0,142.0,191.0,143.0,43.0,148.0,153
182.0,76.0,248.0,53.0,57.0,50.0,233.0,178
163.0,4.0,246.0,63.0,128.0,250.0,12.0,99
104.0,134.0,48.0,207.0,108.0,102.0,248.0,214
15.0,66.0,140.0,203.0,134.0,161.0,252.0,42
133.0,253.0,53.0,123.0,108.0,148.0,183.0,153
239.0,238.0,92.0,211.0,97.0,43.0,23.0,67
77.0,209.0,155.0,126.0,154.0,98.0,175.0,187
241.0,162.0,79.0,205.0,21.0,169.0,147.0,254
232.0,209.0,174.0,47.0,0.0,142.0,5.0,9
249.0,84.0,172.0,238.0,196.0,223.0,252.0,174
32.0,50.0,113.0,3.0,34.0,50.0,29.0,186
21.0,15.0,143.0,211.0,51.0,56.0,4.0,142
3.0,205.0,169.0,189.0,204.0,10.0,236.0,148
85.0,35.0,215.0,118.0,157.0,171.0,97.0,96
142.0,129.0,69.0,171.0,11.0,132.0,249.0,24
103.0,110.0,24.0,123.0,224.0,111.0,7.0,117
177.0,164.0,169.0,78.0,203.0,188.0,177.0,89
244.0,66.0,237.0,148.0,161.0,71.0,105.0,253
180.0,252.0,28.0,237.0,220.0,169.0,99.0,4
18.0,230.0,200.0,112.0,244.0,189.0,205.0,94
206.0,108.0,8.0,28.0,79.0,93.0,216.0,139
9.0,214.0,104.0,167.0,185.0,32.0,203.0,115
170.0,226.0,172.0,108.0,79.0,11.0,28.0,40
144.0,51.0,5.0,103.0,52.0,72.0,89.0,105
193.0,220.0,73.0,101.0,41.0,52.0,65.0,152
223.0,253.0,9.0,26.0,52.0,187.0,60.0,191
146.0,67.0,216.0,142.0,206.0,1.0,0.0,42
97.0,140.0,35.0,198.0,113.0,115.0,17.0,2
240.0,37.0,93.0,212.0,92.0,235.0,77.0,163
88.0,156.0,148.0,80.0,81.0,181.0,15.0,13
67.0,87.0,160.0,208.0,65.0,117.0,137.0,148
52.0,160.0,206.0,240.0,251.0,29.0,217.0,173
173.0,150.0,171.0,192.0,220.0,108.0,33.0,210
153.0,21.0,169.0,28.0,136.0,247.0,20.0,181
122.0,165.0,125.0,201.0,167.0,221.0,93.0,143
113.0,107.0,114.0,99.0,212.0,183.0,190.0,100
188.0,245.0,163.0,226.0,116.0,236.0,86.0,221
234.0,42.0,59.0,49.0,188.0,137.0,182.0,232
128.0,172.0,26.0,17.0,225.0,25.0,107.0,47
118.0,62.0,179.0,85.0,3.0,120.0,0.0,210
63.0,51.0,220.0,191.0,67.0,154.0,6.0,171
222.0,110.0,139.0,170.0,132.0,0.0,237.0,178
126.0,81.0,23.0,25.0,200.0,28.0,255.0,53
173.0,185.0,213.0,181.0,205.0,239.0,114.0,214
170.0,237.0,19.0,18.0,150.0,105.0,87.0,152
251.0,63.0,110.0,206.0,11.0,85.0,172.0,88
199.0,174.0,51.0,219.0,190.0,38.0,183.0,97
81.0,24.0,145.0,70.0,228.0,24.0,245.0,63
76.0,45.0,240.0,112.0,169.0,143.0,38.0,254
217.0,28.0,71.0,43.0,180.0,99.0,104.0,2
156.0,15.0,117.0,81.0,24.0,239.0,148.0,155
1.0,15.0,170.0,56.0,81.0,221.0,49.0,135
145.0,50.0,170.0,241.0,241.0,141.0,240.0,2
,212.0,51.0,27.0,52.0,187.0,162.0,145
,189.0,64.0,22.0,74.0,69.0,207.0,59
,128.0,182.0,142.0,179.0,199.0,88.0,232
,43.0,16.0,172.0,245.0,28.0,111.0,208
,206.0,25.0,94.0,233.0,118.0,192.0,98
,122.0,44.0,245.0,88.0,109.0,155.0,208
,242.0,45.0,50.0,111.0,7.0,22.0,54
,77.0,229.0,212.0,152.0,129.0,222.0,170
,2.0,188.0,29.0,204.0,154.0,56.0,242
,19.0,181.0,66.0,56.0,199.0,232.0,65
,192.0,248.0,136.0,192.0,152.0,158.0,14
,6.0,216.0,144.0,124.0,40.0,24.0,188
,231.0,48.0,140.0,67.0,69.0,44.0,212
,50.0,215.0,76.0,60.0,245.0,5.0,110
,93.0,8.0,67.0,217.0,74.0,56.0,193
,155.0,147.0,63.0,200.0,93.0,9.0,39
,101.0,235.0,128.0,200.0,41.0,242.0,130
,191.0,129.0,215.0,195.0,249.0,72.0,66
,215.0,15.0,75.0,121.0,155.0,147.0,173
,193.0,130.0,106.0,120.0,85.0,220.0,48
,199.0,181.0,60.0,41.0,42.0,47.0,219
,69.0,107.0,124.0,232.0,227.0,70.0,33
,82.0,241.0,58.0,177.0,76.0,12.0,31
,180.0,85.0,242.0,77.0,225.0,49.0,72
,136.0,110.0,220.0,174.0,52.0,246.0,111
,170.0,232.0,78.0,30.0,6.0,6.0,146
,191.0,157.0,66.0,57.0,148.0,71.0,163
,209.0,75.0,121.0,110.0,189.0,203.0,25
,150.0,93.0,97.0,28.0,233.0,224.0,138
,185.0,188.0,59.0,25.0,202.0,92.0,224
,178.0,206.0,158.0,14.0,65.0,233.0,76
,154.0,219.0,148.0,86.0,118.0,168.0,141
,249.0,139.0,76.0,23.0,104.0,208.0,41
,87.0,48.0,31.0,223.0,82.0,31.0,235
,152.0,227.0,200.0,203.0,239.0,206.0,237
,160.0,121.0,213.0,154.0,115.0,106.0,198
,52.0,113.0,125.0,44.0,40.0,50.0,218
,80.0,41.0,31.0,236.0,154.0,40.0,230
,56.0,124.0,242.0,145.0,76.0,255.0,173
,90.0,244.0,135.0,30.0,18.0,64.0,223
,209.0,196.0,211.0,16.0,48.0,195.0,16
,82.0,29.0,228.0,244.0,227.0,159.0,158
,139.0,112.0,163.0,241.0,170.0,18.0,21
,174.0,40.0,151.0,215.0,251.0,97.0,87
,232.0,128.0,59.0,241.0,182.0,240.0,63
,238.0,240.0,180.0,251.0,120.0,34.0,90
,33.0,180.0,170.0,215.0,13.0,226.0,45
,30.0,31.0,215.0,20.0,234.0,16.0,115
,168.0,224.0,63.0,99.0,1.0,60.0,18
,55.0,13.0,250.0,10.0,58.0,207.0,131
,229.0,1.0,139.0,169.0,178.0,228.0,27
,240.0,242.0,117.0,121.0,218.0,148.0,182
,172.0,228.0,66.0,239.0,33.0,201.0,1
,127.0,237.0,216.0,251.0,45.0,195.0,79
,102.0,235.0,245.0,229.0,194.0,46.0,204
,228.0,252.0,73.0,90.0,66.0,209.0,172
,106.0,159.0,1.0,165.0,248.0,81.0,248
,90.0,251.0,40.0,5.0,146.0,132.0,6
,160.0,99.0,161.0,151.0,62.0,142.0,61
,182.0,189.0,107.0,199.0,113.0,84.0,54
,120.0,100.0,197.0,73.0,76.0,221.0,91
,174.0,216.0,96.0,15.0,80.0,65.0,205
,22.0,12.0,17.0,156.0,36.0,87.0,149
,82.0,163.0,140.0,195.0,131.0,250.0,124
,,142.0,105.0,33.0,191.0,214.0,36
,,70.0,110.0,151.0,0.0,7.0,2
,,40.0,108.0,107.0,208.0,19.0,205
,,83.0,106.0,98.0,17.0,253.0,73
,,117.0,155.0,167.0,205.0,194.0,91
,,16.0,222.0,215.0,142.0,64.0,144
,,90.0,114.0,197.0,233.0,234.0,129
,,140.0,242.0,253.0,197.0,118.0,190
,,135.0,184.0,167.0,200.0,128.0,40
,,200.0,81.0,253.0,163.0,36.0,74
,,248.0,23.0,51.0,30.0,185.0,130
,,98.0,64.0,18.0,253.0,164.0,112
,,131.0,174.0,22.0,52.0,142.0,188
,,39.0,157.0,138.0,25.0,189.0,230
,,1.0,212.0,240.0,76.0,172.0,180
,,171.0,74.0,13.0,74.0,248.0,18
,,215.0,3.0,196.0,66.0,19.0,64
,,172.0,110.0,234.0,27.0,78.0,232
,,107.0,239.0,197.0,48.0,44.0,40
,,178.0,227.0,71.0,239.0,176.0,70
,,75.0,60.0,74.0,194.0,10.0,13
,,252.0,70.0,187.0,166.0,44.0,224
,,201.0,24.0,244.0,107.0,76.0,194
,,221.0,23.0,25.0,0.0,153.0,52
,,103.0,14.0,16.0,181.0,39.0,20
,,50.0,166.0,52.0,251.0,121.0,129
,,103.0,170.0,245.0,53.0,194.0,49
,,201.0,109.0,78.0,251.0,5.0,48
,,183.0,25.0,47.0,74.0,107.0,237
,,153.0,104.0,168.0,79.0,149.0,166
,,171.0,53.0,72.0,209.0,107.0,46
,,4.0,106.0,254.0,69.0,72.0,130
,,192.0,141.0,127.0,166.0,22.0,172
,,218.0,166.0,55.0,203.0,58.0,28
,,75.0,107.0,169.0,250.0,245.0,40
,,205.0,2.0,71.0,143.0,53.0,134
,,126.0,234.0,102.0,226.0,37.0,41
,,3.0,29.0,154.0,12.0,149.0,152
,,191.0,28.0,250.0,12.0,44.0,21
,,223.0,106.0,119.0,157.0,180.0,3
,,17.0,85.0,126.0,80.0,162.0,253
,,194.0,125.0,221.0,132.0,205.0,201
,,215.0,183.0,130.0,195.0,53.0,133
,,241.0,44.0,70.0,51.0,188.0,18
,,92.0,69.0,5.0,170.0,107.0,108
,,47.0,140.0,76.0,6.0,235.0,150
,,40.0,128.0,245.0,202.0,78.0,80
,,40.0,181.0,208.0,167.0,130.0,51
,,207.0,219.0,92.0,57.0,53.0,39
,,247.0,93.0,232.0,198.0,227.0,245
,,24.0,240.0,185.0,214.0,90.0,141
,,84.0,101.0,132.0,12.0,99.0,165
,,119.0,49.0,99.0,0.0,104.0,145
,,57.0,223.0,132.0,135.0,38.0,134
,,38.0,74.0,196.0,227.0,91.0,28
,,18.0,218.0,92.0,2.0,200.0,144
,,137.0,216.0,39.0,74.0,162.0,60
,,192.0,187.0,28.0,91.0,24.0,196
,,87.0,156.0,42.0,212.0,135.0,153
,,244.0,184.0,235.0,110.0,123.0,212
,,7.0,110.0,94.0,123.0,109.0,241
,,182.0,219.0,45.0,220.0,215.0,94
,,149.0,206.0,79.0,80.0,254.0,86
,,5.0,54.0,108.0,100.0,174.0,136
,,149.0,145.0,252.0,239.0,75.0,133
,,125.0,127.0,125.0,132.0,29.0,230
,,227.0,44.0,1.0,67.0,243.0,115
,,236.0,94.0,179.0,141.0,134.0,98
,,225.0,12.0,121.0,165.0,221.0,64
,,130.0,109.0,0.0,251.0,79.0,187
,,80.0,168.0,2.0,70.0,197.0,239
,,222.0,21.0,192.0,58.0,49.0,163
,,126.0,52.0,27.0,148.0,179.0,218
,,243.0,193.0,69.0,25.0,126.0,7
,,17.0,100.0,243.0,16.0,174.0,46
,,229.0,29.0,98.0,103.0,54.0,157
,,138.0,196.0,48.0,15.0,70.0,71
,,38.0,102.0,140.0,57.0,239.0,20
