array_0,array_1,array_2,array_3,array_4,array_5,array_6,array_7
31.0,14.0,83.0,30.0,68.0,126.0,124.0,152
184.0,238.0,230.0,45.0,237.0,72.0,2.0,110
16.0,243.0,189.0,103.0,187.0,155.0,128.0,15
111.0,253.0,36.0,250.0,90.0,29.0,206.0,6
120.0,83.0,168.0,157.0,132.0,143.0,254.0,62
140.0,54.0,144.0,131.0,77.0,243.0,186.0,200
247.0,77.0,67.0,167.0,36.0,80.0,151.0,159
20.0,190.0,187.0,167.0,216.0,75.0,140.0,237
69.0,57.0,23.0,248.0,248.0,156.0,240.0,58
130.0,94.0,134.0,198.0,8.0,209.0,66.0,20
201.0,52.0,251.0,194.0,112.0,212.0,130.0,96
162.0,44.0,154.0,132.0,174.0,106.0,161.0,50
13.0,46.0,31.0,23.0,145.0,69.0,121.0,34
230.0,91.0,137.0,41.0,132.0,88.0,23.0,120
250.0,125.0,96.0,31.0,199.0,213.0,47.0,134
137.0,229.0,80.0,194.0,214.0,250.0,189.0,170
246.0,102.0,42.0,159.0,107.0,227.0,23.0,121
57.0,159.0,160.0,36.0,79.0,190.0,223.0,53
35.0,90.0,0.0,26.0,222.0,122.0,224.0,162
38.0,239.0,101.0,88.0,37.0,133.0,64.0,188
198.0,250.0,5.0,75.0,187.0,177.0,161.0,252
96.0,117.0,113.0,30.0,217.0,66.0,246.0,55
99.0,48.0,85.0,1.0,86.0,67.0,179.0,120
94.0,195.0,25.0,203.0,240.0,185.0,225.0,167
61.0,91.0,72.0,137.0,215.0,254.0,98.0,37
86.0,65.0,61.0,109.0,217.0,190.0,127.0,14
187.0,161.0,248.0,220.0,73.0,215.0,93.0,202
86.0,161.0,3.0,84.0,181.0,94.0,77.0,161
188.0,41.0,184.0,203.0,136.0,71.0,30.0,98
204.0,39.0,127.0,127.0,210.0,168.0,243.0,41
118.0,221.0,65.0,10.0,90.0,95.0,180.0,118
112.0,24.0,76.0,5.0,104.0,12.0,94.0,3
212.0,235.0,4.0,147.0,7.0,222.0,175.0,203
